case_id,case_name,Facts,Issues,Analysis of the Law,,Petitioner's Arguments,Respondent's Arguments,Court's Reasoning,,Conclusion
,,,,"59. Thus, on a reading of the impugned order, it is abundantly clear that while forming an opinion different from what has been formed by the

-------------------------

11 June, 2024 wp 2836-21.doc Assessing Officer, such opinion of the reviewing authority has travelled beyond the contours of the BTA. In exercise of the review jurisdiction, the reviewing authority has intended to attribute a different meaning to Section 3.3 read with Schedule 3.3 when he discusses the effect of the said clauses when tested on the touchstone of his jurisdiction under Section 25 of the MVAT Act. The jurisdiction of the reviewing authority was to confine himself to the provisions of Section 25 in undertaking review of the assessment order. He could have re-examined the agreement only in the context of what has been provided by sub-sections (a) and (b) thereof and not otherwise, however, the reviewing authority exercising the review jurisdiction has travelled far beyond such explicit jurisdiction when he vivisects the BTA to take a view to levy tax on the BTA forming an untenable opinion on reading of Schedule 3.3. The review jurisdiction cannot be a jurisdiction under which the reviewing authority would intend to tax something which on a holistic reading of the BTA was per se not taxable under the MVAT Act. Such position would be clear from the following discussion.",,"66. We may observe that the petitioner in fact had furnished an effective explanation in its reply to the show cause notice issued by the reviewing authority when the petitioner contended that sale of business as a going concern, was not taxable under the MVAT Act, and more particularly when the petitioner's business was being sold as a going",,,,
,,,,"60. The grounds on which the review jurisdiction was to be exercised by the reviewing authority as informed to the petitioner was confined to what was set out in the review notice under the heading ""Gist of the order",,,,,,
,,,,"62. Insofar as Section 3.3 of the BTA is concerned, it clearly provides for allocation of cash consideration for stamp duty purpose. Section 3.3 reads thus:-

""Section 3.3 Allocation of Cash Consideration for Stamp Duty Purposes.
Following the Effective Date, but prior to the Closing Date, Purchaser shall deliver to Seller a schedule setting forth the allocation of the Cash Consideration among the Transferred Assets for purposes of calculating the stamp duty payable on the transfer of those Transferred Assets which are subject to stamp duty, which such schedule shall be attached hereto as Schedule 3.3. The Parties shall treat the transactions contemplated by this Agreement in all filings with Governmental Authorities for all
-------------------------
11 June, 2024 wp 2836-21.doc stamp duty purposes consistent with the allocation set forth on Schedule 3.3.""",,,,,,
,,,,"63. The reviewing authority thereafter has applied Section 2.5 of the BTA pertaining to intellectual property and more particularly, Section 2.5(c) to hold that the petitioner granting a fixed term of eight years to the purchaser as an irrevocable, exclusive and royalty free licence, to use the petitioner's corporate name for the purpose of, inter alia, making, using, selling, offering to sell, importing or exporting genuine pharmaceutical products in finished form in India as provided under the said clause would make the BTA liable to be taxed. In this context, it would be imperative to note the provision of Section 2.5 of the BTA to ascertain the effect of the said clause on the transfer of business as intended by the parties, in regard to the use of the intellectual property rights in favour of the purchaser for such limited period. Section 2.5(c) reads thus:

""2.5 Intellectual property:
... .... ...
(c) Effective as of the Closing, Seller, on behalf of itself and its Affiliates, shall grant to Purchaser and its Affiliates for a fixed-term of eight (8) years, an irrevocable, exclusive (even with respect to Seller and its Affiliates) and royalty-free right and license (with the right to grant sublicenses to distributors, agents and wholesalers (but only to the extent necessary to distribute pharmaceutical products on behalf of Purchaser), and to third party manufacturers (but only to the extent necessary to manufacture on behalf of Purchaser)) to use the Seller Corporate Name for purposes of making, having made, using, selling, offering to sell, importing or exporting generic pharmaceutical products in finished form in India, Nepal and Sri Lanka; provided, however, that the present
-------------------------",,,,,,
,,,,"64. Thus, the question is also as to whether by providing Section 2.5 read with Section 3.3 and Schedule 3.3 in the BTA, the parties at all intended that the transaction under BTA would take away much less bring about a different intention qua the transfer of business. The parties provided values inter alia to these intangible assets as set out in Schedule 3.3 for the purpose of stamp duty and as recognized under Section 2(42C) of the Income Tax Act, however, this would bring about a different consequence in regard to the transfer of business, and/or that this would in any manner amount to a sale of these intangible assets so as to be regarded and included within the ambit of sale of goods falling within the 'turnover of sales'. We are not shown any bar on itemized sale when such sale is in

-------------------------

11 June, 2024 wp 2836-21.doc the context of sale of a business as a going concern. It is not in dispute that the parties had agreed for a lump sum consideration. If that be so, as to how the provisions of the MVAT Act as referred by us hereinabove would get attracted, is not understood. Thus, in our opinion, the answer would be certainly in the negative as seen from the reading of the BTA and the intention of the parties it depicts.",,,,,,
,,,,"65. In our opinion, Section 2.5 read with Section 3.3 and Schedule 3.3 if is read in the manner as set out in the impugned order, would lead to a patent absurdity, so as to negate the intention of the parties, to have a outright sale of pharmaceutical business in its entirety. Such reading of the BTA would not only be against the intention of the parties as reflected from various clauses of the BTA as also it would amount to do a damage to what was realistically intended by the parties and acted upon. In the facts of the case, such selective vivisection of the agreement was certainly not permissible.",,,,,,
,,,,"11 June, 2024 wp 2836-21.doc concern. The petitioner had appropriately stated as to why itemized value of the assets and liabilities set out in Schedule 3.3 would not affect the nature of the transaction which was to transfer the on-going business to Abbott Healthcare. It was clearly stated that the itemized lists of assets and liabilities were provided only for the purpose of computation for the purpose of stamp duty in respect of such transfer and which very well fell within the acceptability of a formed slump sale as permitted under Section 2(42C) of the Income Tax Act (as it stood at the relevant time) read with explanation (2) thereof, the relevant extract of which reads thus:-

""Section 2 (42C) - Slump Sale means the transfer of one or more undertakings as a result of the sale for a lump sum consideration without values being assigned to the individual assets and liabilities in such sales. .........""
Explanation 2 to Section 2(42C) of the Income Tax Act reads thus:-

""For the removal of doubts, it is hereby declared that the determination of the value of an asset or liability for the sole purpose of payment of stamp duty, registration fees or other similar taxes or fees shall not be regarded as assignment of values to individual assets or liabilities.""",,,,,,
,,,,"67. On reading of the aforesaid provision, for the purposes of the Income Tax Act, if the value of assets and liabilities is determined for sale of stamp duty, registration fees or any other similar taxes or fees, the same

-------------------------

11 June, 2024 wp 2836-21.doc shall not be regarded as assigning of values to individual assets and liabilities. Thus, in the context of such provision, mere assigning of such values could have never affected the slump sale and would not affect the transaction of sale of the petitioner's business as a going concern. If this be the position as to how the reviewing authority could consider the determination of such value to be a sale of goods even applying the provisions of the MVAT Act cannot be understood. It was imperative for the reviewing authority to consider that the intangible assets were integral and inextricable elements in the transfer of business as contemplated by the parties under the BTA, and the same were required to be transitioned on well accepted commercial rationale and the market/commercial norms, so as to achieve a gradual and complete transfer of business as designed by the parties. Thus, the petitioner permitting Abbott Healthcare to assign ""a particular period"" to use the corporate name and logo as a part of the transitional arrangement certainly could not be construed to mean that the business in its entirety was not being transferred by the petitioner. Although such position was explicitly pointed out to the reviewing authority alongwith the relevant decisions in that regard, the reviewing authority has failed to consider the true nature of the transaction under the BTA and that it was a composite transaction in taking the view as

-------------------------

11 June, 2024 wp 2836-21.doc reflected by the impugned order. It was not permissible for the reviewing authority to vivisect the agreement in such manner to come to a conclusion different from what was intended by the parties in agreeing for transfer of entire business under the BTA.",,,,,,
,,,,"68. We may observe that the petitioner, in canvassing the perspective of non-taxability of the BTA under the MVAT Act, as observed by us, had categorically set out the commercial rationale for allowing temporary / non exclusive use of corporate name and logo to enable successful transition of the business from the petitioner to Abbott Healthcare. It was informed to the reviewing authority that the business sold by the petitioner was alongwith the products which were associated with the petitioner since many years and that after the transfer of business, Abbott Healthcare was required to sell the acquired products in the market and such situation ought not to be of any doubt in the minds of public on the genuineness of the products and its source. Hence, to avoid such situation in the public mind qua the products, that too in pharmaceutical sphere, it was explained that there was compelling need for use of seller's corporate name and corporate logo etc. in the transfer of the business under the BTA. Although such explanation was offered, it is seen that there is no discussion whatsoever, in this regard, in the impugned order. This shows

-------------------------

11 June, 2024 wp 2836-21.doc complete non application of mind to the material aspects of the BTA as urged by the petitioner, and which was not only from what could be derived from the BTA and the effect schedule 3.3 read with Section 3.3 of the BTA had created in regard to the transfer of business.",,,,,,
,,,,"69. The aforesaid discussion would lead us to arrive at a conclusion that the jurisdictional facts for the levy of VAT were certainly not satisfied in the review authority passing the impugned order. Thus, the reviewing authority has acted in excess of jurisdiction in exercising its powers under Section 25 of the MVAT Act in vivisecting the BTA. It is also clear to us that as per se slump sale under the BTA would not amount to sale of goods within the meaning of the MVAT Act, the reviewing authority could not have dissected or attempted to reconstruction of the BTA in the manner as done in the impugned order.",,,,,,
,,,,"71. Even considered from the perspective of the Income Tax Act,1961 which under Section 2(42C) defines 'Slump sale', we may observe that such clause defining 'Slump sale' was inserted by the Finance Act,1999 with effect from 1 April 2000 which was explained in Board Circular No.779 dated 14 September 1999. The relevant part of which is extracted in the commentary of the learned authors ""Chaturvedi & Pithisaria"" -

-------------------------

11 June, 2024 wp 2836-21.doc Income Tax Law, Eighth Edition needs to be noted which reads thus:

56. Business re-organization-extensive amendments in relation to amalgamation, demerger and slump sale. 56.1 The business and economic environment of the country has thrown up the need for simplification and rationalization of laws relating to business re-organization for rationalization of the production system and better utilization of resources which have become necessary with a view to enabling the Indian industry to restructure itself to become globally competitive. It was in this background that the tax concessions to conversion of firms into companies or proprietary concerns into companies were provided in the Finance (No. 2) Act, 1998, and were widely welcomed.
Following this up, the Finance Act, 1999, has carried out a number of amendments for the entire gamut of business reorganization. These include rationalization of the existing provisions relating to amalgamation of companies, new provisions relating to demerger of companies and sale or transfer of business as a going concern through slump sale. 56.2 Amalgamation in relation to the companies has been defined under the existing provisions of the Income-tax Act to mean the merger of one or more companies with another company or the merger of two or more companies to form one company. There are a number of provisions in the Income-tax Act having bearing on amalgamation. Demerger is relatively a new phenomenon in the Indian corporate sector. A demerger is a reorganization of a company where all the existing assets and liabilities are divided into one or more additional entities leading to resulting companies. While there are no specific provisions under the Companies Act governing demergers, some transactions of this nature do take place through schemes of compromise or arrangement under sections 391 to 394 of the Companies Act and these are sanctioned by the High Courts. A slump sale is a form of reorganization where an undertaking or a division is transferred from one person to another for a lump sum consideration without values being assigned to the individual assets and liabilities transferred.

56.3 Extensive amendments in the Income-tax Act have been carried out on the basis of the following broad principles:

(a) The restructuring shall not attract additional liabilities to tax and also not result in the withdrawal of relief and concessions available to the existing unit.
-------------------------

11 June, 2024 wp 2836-21.doc

(b) The tax benefits and concessions available to an undertaking of a company shall continue to be available to the undertaking on transfer of the same while concessions and benefits that are available to the transferor company as an entity and not to the undertaking of the company proposed to be transferred, should remain with the transferor-company.

(c) Tax benefits to such business reorganizations should be limited to the transfer of business as a going concern and not to the transfer of specific assets which would amount to sale of assets and not a business reorganization.

56.4 (vii) A new clause (42C) has been inserted in section 2 of the Income-tax Act to define the expression ""slump sale"". Slump sale shall mean the transfer by way of sale of one or more undertakings for a lump sum consideration without assigning values for individual assets and liabilities. Explanation I to the clause follows the meaning of ""undertaking"" given in clause (19AA) of section 2. Explanation 2 to the clause has clarified that the determination of the value of an asset or a liability for the sole purpose of payment of stamp duty, registration fees or other similar taxes or fees shall not be regarded as assignment of values to individual assets or liabilities. [Clause (h), Section 3] 56.5 These amendments will take effect from 1 st day of April, 2000 and will, accordingly, apply to the assessment year 2000- 01 and subsequent years. [Section 58]'.",,,,,,
,,,,"72. Learned Authors Sampath Iyengar in their celebrated commentary 'Law of Income Tax' 13th Edition, referring to the decision of the Supreme Court in CIT Vs. Mugneeram Bangur & Co.26 have observed that after the decision of the Supreme Court in the said case, it was always understood that in the case of sale of a business as going concern, there would not be (1965)57 ITR 299(SC)

-------------------------

11 June, 2024 wp 2836-21.doc any liability with reference to the assets comprised therein and that liability for capital gains can be computed by treating the business as a whole and as a single asset distinguishing it from a severable or item-wise sale. It is stated that such principle was observed in the Sales Tax cases, so that no sales tax liability is incurred in sale of business as a whole. It would be profitable to extract the relevant part from the commentary, which reads thus:

""2. Slump sale.-After the decision of the Supreme Court in CIT v Mugneeram Bangur & Co', it was always understood that in the case of sale of a business as a going concern, there can be no liability with reference to any asset comprised therein and that liability for capital gains has to be computed by treating the business as a whole and as a single asset distinguishing it from a severable or item-wise sale. Such a view had been followed in a number of cases ruling out any withdrawal of depreciation under section 41(2), so that the entire surplus was treated as long-term capital gains². Similarly, stock- in-trade, it had been held, cannot also be separately considered, so that what would have been business profits on sale of stock-in-trade has to be construed as part of capital gains. The principle was applied in sales tax cases, so that no sales tax liability, was inferred in such sale of business as a whole. In a slump sale, the seller cannot withdraw any asset from the business sold and the purchaser cannot reject any asset or liability comprised in the business. .... ... .. .""",,,,,,
,,,,"73. It is thus clearly seen that although parties have set out the value to the assets in Schedule 3.3, applying the aforesaid principles as recognized under the Income Tax Act, the transfer of business in question under the BTA cannot be regarded as any item wise sale but necessarily would be required to be treated as a sale of a business as a going concern, not

-------------------------

11 June, 2024 wp 2836-21.doc attracting any VAT liability under the provisions of the MVAT Act. In any event, the slump sale and/or transfer of business as a whole cannot be read differently than what has been intended by the parties, even as applicable to the provisions of different laws namely Income Tax Act, Service Tax Law, Maharashtra Value Added Tax Act or any other law, although the effect of each of such statute on such transaction would be required to be tested considering the specific provision of each of these statute.",,,,,,
,,,,75. We now discuss the principles of law as laid down in the decisions rendered by the Courts in the context of taxability of a slump sale of business.,,,,,,
,,,,"76. In Deputy Commissioner (C.T.), Coimbatore Vs. K. Behanan Thomas (supra), the Court was concerned with the Tamil Nadu General Sales Tax Act, wherein the assessee was finally assessed to tax on a total taxable turnover of Rs. 1,59,291.31 and Rs.1,37,880.50 respectively for the year 1967-68 by the Deputy Commercial Tax Officer/Assessing",,,,,,
,,,,"11 June, 2024 wp 2836-21.doc It is against such decision, the revenue was in a revision before the High Court. It is in such context, the Court examined the revenue's contentions and the principles of law in that regard. The Court examined the definition of turnover and held that the sale in such case was of a running business as a going concern for a consideration of Rs.19,500/-. It was observed that the sale of the stock-in trade for the purpose of closing down the business was different from the sale of the business as a whole as a running concern. It was observed that sale of a business, lock, stock and barrel was not incidental or ancillary to the carrying on of a business so as to be taxable under the Act. The relevant observations can be found in paragraphs 12, 15 & 16 of the report which reads thus:-

""12. The combined effect of the definition of these expressions will show that for a turnover to come within the scope of the Act, it must be the aggregate amount for which the goods are bought or sold, that is, bought, or sold in the course of business, the business having the meaning as defined in section 2(d) of the Act. When a person who is carrying on business sells the entire business or a branch of the business, he sells the same as a running business or a going concern. The sale proceeds of such a transaction cannot be said to constitute turnover as defined in the Act, because the sale proceeds are not proceeds of sale of goods made in the course of business as defined in the Act. The closure of a branch by sale thereof as a running concern to another person, apart from not constituting a sale of goods, cannot also be said to be a transaction in connection with or incidental or ancillary to such trade, commerce, adventure or concern mentioned in section 2(d) (i) of the Act. Consequently, such sale proceeds being totally outside the scope of the Act cannot form part of the turnover as defined in the Act and hence such turnover is not exigible to tax under the provisions of the Act. If so, the question of such sale proceeds being deducted from the total turnover under rule 6(d) of the

-------------------------

11 June, 2024 wp 2836-21.doc Tamil Nadu General Sales Tax Rules, 1959, will not arise because that rule contemplates determination of the taxable turnover by deducting the items mentioned therein from the total turnover of a dealer. Once it is found that the sale proceeds in question did not form part of the turnover at all, there is no question of the same being deducted from the total turnover for the purpose of determining the taxable turnover.

15. The above decision of the Allahabad High Court was followed by the Kerala High Court in C.M Hamsa Haji,... v. Sales Tax Officer, Tirur,...., Tirur. In that case, a person transferred his business or stock- in- trade to a firm of which he was a partner as contribution of his capital therein. The Kerala High Court held that such a transaction did not amount to a sale of goods in the course of trade or business as a dealer within the meaning of the Kerala Sales Tax Act, 1963, since such a transaction did not involve any sale of goods and the transferor did not part with the property of goods, but only shared his rights therein with the other partners under the contract of partnership. The court also held that even assuming that there was a sale, it was not a sale in the course of trade or business nor was it a transaction by a dealer as defined in the Act.

16. The sale in the present case is of a running business as a going concern for a consideration of Rs. 19,500. It is the assessing authority which had taken the sale value of the closing stock as Rs. 18,929.71 and it is not as if the assessee himself sold the said closing stock for that price. The sale of the stock-in-trade for the purpose of closing down the business is different from the sale of the business as a whole as a running concern. The sale of a business, lock, stock and barrel, is not incidental or ancillary to the carrying on of a business so as to be taxable under the Act. Thus, from this point of view, the transaction in question will not fall within the scope of the Act at all and, therefore, the sale proceeds will not constitute a turnover as defined in the Act. If so considered, the question of neither exemption nor deduction can arise. We are reaching this conclusion independently of the conclusion we have arrived at with reference to rule 6(d) of the Tamil Nadu General Sales Tax Rules. As a matter of fact, this conclusion is only alternative to the said conclusion and is really based on considerations totally different from the considerations applicable to rule 6(d)."" (emphasis supplied)",,,,,,
,,,,"77. A Division Bench of this Court in Premier Automobiles Ltd. Vs.

-------------------------

11 June, 2024 wp 2836-21.doc Income Tax Officer and Anr. (supra), was considering the assessee's appeal under Section 260A of the Income Tax Act, 1961 against the orders passed by the Tribunal holding that the transaction of sale of Kalyan business was not a slump sale. The Court in such context, considered the question inter alia whether there was a slump sale or a sale of itemized assets. The Court held that as the entire Kalyan business has been sold by the assessee to one PPL as a going concern, the intention of the parties in the commercial sense was to transfer the business as a whole for a lump sum consideration and that the parties did not intend to make a sale of itemized assets. It was observed that the purchaser never intended to purchase individual items and that apart from land, building, plant and machinery, the assessee had transferred business advantages like licenses, quotas, permission to use the corporate logo and a trade name. The Court observed that it was a case of a slump sale. Referring to the decision in CIT Vs. Narkeshari Prakashan Ltd., it was observed that mentioning of value / consideration in respect of land or building will not per se take the transaction out of slump sale. The nature of the BTA is not different from what was being considered by the Court in this case. Hence, the observations and conclusion on the principle of law that such transaction would be in the nature of a slump sale, is squarely applicable in the facts of",,,,,,
,,,,"78. In Coromandal Fertilisers Ltd., Secunderabad Vs. State of A.P. and Ors. (supra), a Full Bench of the Andhra Pradesh High Court was considering a reference made to it by a Division Bench doubting the correctness of an earlier decision in Coromandal Lubricants Vs. Commissioner of Commercial Taxes27, the following was the question which was answered by the Full Bench.


""Whether in a transaction of sale of an undertaking as a going concern with all assets and liabilities for a lump sum without stipulating any price for individual items, the assessing authority could consider that there was a sale of goods within the meaning of Section 2(n) read with Sections 2(h) and 2(s) for charging the same to tax under Section 5 of the APGST Act.""
The Full Bench considering several decisions on such issue observed that the question which would be required to be asked is whether there was an integral or even incidental connection between the transaction evidenced by the agreement and the carrying on of the business. The Court observed that when the assessee effects a sale not for the purpose of continuing the business, but for the purpose of putting an end to the business, such sale could not be sale in the course of business. The relevant observations are required to be noted :-


A.P. 102 STC 274
-------------------------
11 June, 2024 wp 2836-21.doc ""52. That apart, the elements of frequency, continuity of the transactions of sale and purchase which were stressed by Privy Council in Shaw Wallace case (supra) and reiterated by the Supreme Court in Raipur case (supra) and in Ansari's case (supra) are conspicuously lacking in the transfer of goods effected under the terms of the Business Sale Agreement. Ansari's case (supra) has firmly laid down the proposition that these tests cannot be abandoned even after the new definition of business. Here is a case in which the goods which would not have been disposed of while carrying on its normal business activity were ""sold out"" if that expression is appropriate, in furtherance of its scheme to close the business undertaking once and for all. Such an activity of sale marks the end point of the business of the assessee and it is not an event of frequent occurrence - not even capable of being ever repeated. We are therefore of the view that the assessee M/s.
Spectra Bottling Co., effecting the sale of goods in the course of business or carrying on the business intended to be pursued or continued, does not arise. In coming to this conclusion, we are eschewing from consideration whether or not the assessee was prompted by a profit motive in undertaking the sale of business as a whole and the sale of goods in particular.

53. The learned Government Pleader time and again stressed that the sale of this nature can be regarded as a sale incidental to the assessec's business. In other words, the sale of goods effected in furtherance of the object of disposing of the entire business falls within the second part of the definition of 'business', according to the learned Government Pleader. We find it difficult to accept this contention. When the entire movable property including plant, machinery, equipment and other capital assets are transferred together with its immovable and intangible assets, the assessee goes out of business. How can it be said that such a step is incidental to or connected with the manufacturing, trading or other business activity the assessee was hitherto carrying on? A step to close down and dispose of the entire business is obviously not incidental or complimentary to the business, that is to say, the manufacturing or trading activity which the assessee was carrying on. Hence, in our considered view, the second part of Section 2 (bbb) does not come into play at all. The second part of definition has art inextricable link with the first part. The transaction contemplated by second part should be some thing which takes place in the process and in the context of continued business activity and having the effect of aiding or promoting such business. That is not the case here. The second part has definitely no application to the case of Spectra Bottling Co.

-------------------------

11 June, 2024 wp 2836-21.doc

68. The Rule was framed on the assumption that in a case of sale of business as a whole, the proceeds of sale may be taxable. It is axiomatic that the Rule cannot go counter to the charging provision and other provisions of the Act. If there is no sale within the meaning of Section 2(n) of the Act read with the definition of 'business' and 'dealer', the liability to tax cannot arise from the operation of this Rule, nor has it got the effect of bringing within the sweep of taxation transactions which are otherwise not exigible to tax. The Rule cannot be so construed as to derogate from the scheme of the Act. But, it is only intended to provide a limited relief to those who are otherwise liable to pay tax. If the tax is not liable to be paid under the main provisions of the Act, the question of resort to the Rule does not arise. Nor does the understanding of the rule-making authority control the meaning to be assigned to the concepts of 'sale' and 'business'. As Sethuraman, J., observed in DIT v. K. Behanan Thomas (supra), ""If the amount in question will not fall within the scope of the Act at all, the question of either deduction or exemption will not arise"". Rule 6(h) does not therefore, render any assistance to the case of the respondents. With great respect, the learned Judges who decided Coromandal Lubricants case (supra) were not right in reinforcing their view point by reference to Rule 6(h).",,,,,,
,,,,"79. A similar view was taken by a Division Bench of the Allahabad High Court in the case of Ram Sahai Vs. Commissioner of Sales Tax (supra), in which Court has observed thus:-

""15 It was contended that when a dealer sells his business there may be some stock-in-trade which is sold along with the goodwill and that there is no reason why proceeds of the sale of the stock- in-trade should not be included in his turnover even though proceeds of the sate of the goodwill are excludes. It may be accepted that when a business is sold along with stock-in-trade, that is, the goods remaining unsold, proceeds of the sale of the latter should be included in the turnover, in the present case though the assesses has sold some stock-in-trade along with its
-------------------------
11 June, 2024 wp 2836-21.doc business, the amount of the proceeds of the sale of it is not shown separately from the amount of the proceeds of the sale of the goodwill etc., and it is not possible to say that a particular portion of the proceeds of the sale of the business should be included in the turnover. Our reply to the question is that proceeds of sale of the business sold by the assessee are not to be included in the turnover over which tax is payable under Section 3 of the U.P. Sales Tax Act and that no question of goods being single point goods or multiple point goods can possibly arise. Further Rule 44(f) is of general application and applies in all cases regardless of the question of goods being single point goods or multiple point goods. We direct that copies of this judgment shall be sent under the seal of the Court and the signature of the Registrar to the Judge (Revisions) sales Tax and the Commissioner of Sales Tax, U. P., as required by Section 11 (6). We further direct that the commissioner of sales tax will get his costs or this reference, which we fix at Rs. 100/-.""",,,,,,
,,,,"80. The Full Bench of the Kerala High Court in the case of Deputy Commissioner of Sales Tax Vs. M/s. Dat Pathe (supra), examined as to what would attract a tax in a sale of goods by dealer in the course of business. The Court held that when a business is sold as a going concern the buyer might in his turn sell the goods in the course of his business and such sale would be exigible to tax. The relevant observations reads thus :-

""What attracts tax is the sale of goods by a dealer in the course of business. It would be illogical and fallacious to equate that for the purpose of Rule 9(g) with the sale of a particular business conducted by the assessee as a going concern. True it is, in the case of sale of business as a whole also there might be transfer of property in the goods in which the assessee is a dealer. The value of such goods is not always separately estimated or fixed. The percentage of the value of such goods in relation to the total amount realised by the sale of the business as a whole could vary from case to case. When we bear in mind the definition of the expressions ""business"", ""turnover"", ""total turnover"" and ""taxable turnover"" contained in the Act, we could find that the taxable
-------------------------
11 June, 2024 wp 2836-21.doc event is the sale or purchase of the goods by the dealer in the course of business. When a business is sold as a going concern, the buyer might in his turn, sell the goods in the course of his business, and such sale would be exigible to tax ; if at the time of the sale of the business as a whole and also at the later stage, when the buyer from the assessee sells the goods, tax is levied or collected, the effect would be that the goods are being subjected to double taxation. The Legislature presumably wanted to avoid such an anomaly and be fair and reasonable.""",,,,,,
,,,,"81. In M/s. Paradise Food Court Vs. State of Telangana (supra), a Division Bench of the High Court of the State of Telangana and Andhra Pradesh at Hyderabad, held the writ petition under Article 226 to be maintainable by holding that it was a case where the assessing officer had lacked jurisdiction as also that the principles of natural justice had stood vitiated. The Court was dealing with a case of business transfer or a slump sale as an ongoing concern and that a Business Transfer Agreement was entered into by the assessee with the company. The Court held that the assessing officer had taken the consideration fixed, under the Business Transfer Agreement for every item of assets as the sale of individual items of goods including goodwill and confirmed the demand made in the show cause notice. The Court observed that the assessing officer was completely wrong in thinking that the sale of business as a whole was taxable simply because such a sale also involved a sale of several items used in the course of business. The relevant observations reads thus:

-------------------------
11 June, 2024 wp 2836-21.doc ""32. Therefore, we are of the considered view that the Assessing officer was completely wrong in thinking that the sale of a business as a whole is taxable simply because such a sale also involves a sale of several items used in the course of business.",,,,,,
,,,,"82. In view of the above discussion, we are unable to agree with the submissions of Mr.Sonpal that the BTA would attract tax as held by the impugned order relying on the decision in Vikas Sales Corporation Vs. Commissioner of Commercial Taxes (supra). As noted hereinabove, no doubt incorporeal rights are considered as goods by the Supreme Court in this decision, however, the context in which this was held cannot be applied to the facts of the present case, as the question before the Court was not the question which is posed for our consideration in the present

-------------------------

11 June, 2024 wp 2836-21.doc proceedings. The question was whether the transfer of an Import License namely R.E.P. Licence/Exim Scrip by the holder thereof to another person constitutes a sale of goods within the meaning of and for the purposes of the Sales Tax enactments of Tamil Nadu, Karnataka and Kerala and in such context, the Court observed that the expression ""movable property""

would include corporeal as well as incorporeal property and that patents, copyrights and other rights in rem would also stand included within the meaning of movable property. However, in the present case, in the context of the BTA, it was not correct for the reviewing authority to include such property as enlisted in Schedule 3.3, so as to be included in the turnover of sale of the petitioner. The amounts qua each of such intangible items as specified in Schedule 3.3 certainly could not have been regarded as the itemized amounts of sale price received by the petitioner on sale of goods, as would be understood in the usual course of business, much less considering that it is the sale of business in its entirety as comprehended under the BTA. For such reason, it was completely a flawed approach on the part of the reviewing authority to tax such part of the BTA considering the same to be petitioner's sales/turnover of sales, for the financial year 2010-11 qua the amounts of the intangible assets as set out in schedule 3.3 of the BTA. Thus, in the context of the BTA, the
-------------------------
11 June, 2024 wp 2836-21.doc reviewing authority could not have regarded such intangible items to be in any manner ""sale of goods"", so as to fall within the petitioner's turnover of sales. We may also observe that merely for the reason that schedule 'C' of the MVAT Act under item 39 provides for ""goods of intangible or incorporeal nature"" that would not mean that de hors the context the BTA intended to achieve, the reviewing authority could not have arbitrarily singled out and/or picked up Schedule 3.3 and tax the items in question as contained therein to be the petitioner's turnover of sales for the said financial year. It would not be permissible for the reviewing authority to disintegrate the BTA and to attribute a different effect to the BTA which was far from realistic and in fact destructive of the BTA.",,,,,,
,,,,"83. We, accordingly, answer the questions as encased hereinabove in paragraph 46 to hold that in the facts of the present case slump sale under the BTA would not amount to sale of goods within the purview of the MVAT Act, attracting any tax in the manner as held in the impugned order. We further hold that the reviewing authority acted in excess of jurisdiction in passing the impugned order. We also hold the impugned order to be vitiated and illegal even on the other issues as discussed hereinabove.
-------------------------
11 June, 2024 wp 2836-21.doc",,,,,,
,,,,"84. Mr. Sonpal's contention is also to the effect that there is no prohibition in the statute that the reviewing authority ought not travel beyond the show cause notice so as to render the show cause notice bad in law. Referring to the decision of the Supreme Court in Commissioner of Income Tax, Mumbai vs. Amitabh Bachchan (supra), we may observe that such decision is rendered in the context of the revisional powers under Section 263 of the Income Tax Act, 1961. It is in such context, the Supreme Court has observed that as far as section 263 is concerned, what has to be seen is the satisfaction that an order passed by the authority under the Act is erroneous and prejudicial to the interest of the revenue, is the basic condition for exercise of such jurisdiction under the said provision. It was observed that once such satisfaction is reached, jurisdiction to exercise the power would be available subject to the principles of natural justice which has been observed to be implicit in the requirement casts by the Section to give the assessee an opportunity of being heard.",,,,,,
